symbol,environmentalScore,socialScore,governanceScore,ESGScore,cumulative_return
QNCX,60.26,62.29,64.46,62.34,-0.24766990291262134
QNRX,70.84,71.89,74.36,72.36,-0.7073170731707317
QNST,88.6,39.62,62.69,63.64,0.8057889822595703
QOMO,50.0,77.66,71.62,66.43,0.07344632768361593
QRHC,42.39,55.91,55.07,51.12,0.13850415512465386
QRTEB,39.95,66.2,62.96,56.37,-0.525
QRTEP,39.95,66.2,62.96,56.37,0.6612403416022773
QRTEA,39.49,47.86,52.49,46.61,0.10833816985877333
QRVO,55.69,57.1,62.52,58.44,0.144867003737085
QS,84.0,85.27,75.31,81.53,-0.13322368421052638
QSG,59.43,63.67,64.5,62.53,0.36734693877551017
QSIAW,72.04,68.29,69.19,69.84,-0.6521739130434784
QSI,72.04,68.29,69.19,69.84,-0.33644628099173557
QSR,55.99,63.11,74.36,64.49,0.06744468020612311
QTRX,66.11,70.38,68.18,68.22,-0.3658291457286432
QTWO,81.89,67.21,68.63,72.58,1.5225390984360627
QUAD,83.01,50.66,60.6,64.76,0.19736842105263167
QUBT,64.77,70.58,60.31,65.22,0.11324786324786326
QUIK,78.03,69.69,64.19,70.64,-0.09846827133479215
QURE,59.1,61.63,63.11,61.28,0.03559870550161823
QVCC,40.04,75.79,58.94,58.26,0.6708502994011976
QVCD,40.04,75.79,58.94,58.26,0.681107099879663
R,58.82,69.24,66.89,64.98,0.480259222333001
RACE,63.33,62.39,66.23,63.98,0.5962872026278245
RAIL,32.49,73.91,68.67,58.36,3.4310954063604235
RAMP,65.14,67.27,70.03,67.48,-0.12245614035087714
RAND,77.48,75.32,73.73,75.51,0.2545871559633028
RANI,66.91,67.01,58.68,64.2,0.33168316831683164
RAPT,53.88,54.03,56.35,54.75,-0.8409290096406661
RARE,54.57,62.8,65.93,61.1,0.6878923766816142
RAVE,76.8,64.66,67.14,69.53,0.34403755868544605
RAYA,63.32,62.8,62.18,62.77,0.14505263157894752
RBA,72.72,66.04,66.73,68.5,0.2648897920900423
RBB,49.62,64.21,67.22,60.35,0.9317269076305222
RBBN,65.76,65.92,68.39,66.69,0.8177083333333335
RBC,54.58,67.69,71.19,64.49,0.3054167045351267
RBCAA,73.73,68.2,66.69,69.54,0.5771138669673053
RBCP,53.12,69.94,66.31,63.12,0.17728610768208147
RBKB,80.12,69.74,66.93,72.26,0.3969465648854963
RBLX,90.47,82.07,73.96,82.17,0.25039469529523206
RBOT,57.92,69.19,62.75,63.29,-0.36533447684391085
RBRK,50.0,54.33,60.43,54.92,0.09324324324324332
RCAT,42.51,69.33,64.71,58.85,2.157841036628916
RC,75.06,77.02,77.5,76.53,-0.26112820512820517
RCC,75.06,77.02,77.5,76.53,0.02443133951137329
RCB,75.06,77.02,77.5,76.53,0.03753091684434978
RCEL,46.71,67.12,69.72,61.18,0.03976143141153085
RCFA,78.93,79.04,78.12,78.7,0.0436760691537762
RCG,59.52,68.71,62.26,63.5,0.2114285714285715
RCI,59.25,61.23,70.56,63.68,0.02585751978891831
RCKT,66.85,61.69,61.44,63.33,0.08851113716295438
RCKY,63.2,60.07,68.88,64.05,1.1190476190476193
RCL,57.45,61.78,72.29,63.84,1.4284844054580899
RCM,51.87,63.83,71.61,62.44,0.2753363228699552
RCMT,74.82,67.2,71.83,71.28,0.116237113402062
RCON,63.55,63.56,66.89,64.67,-0.3295019157088122
RCUS,51.81,66.28,54.2,57.43,0.16307106598984764
RDCM,50.0,48.64,76.59,58.41,0.24860849056603773
RDDT,56.27,57.5,62.32,58.7,0.5707771609833467
RDFN,51.81,73.88,65.59,63.76,1.1257170923379176
RDI,64.42,68.06,70.5,67.66,-0.19902912621359228
RDN,58.13,60.91,69.0,62.68,0.4011119936457507
RDNT,62.01,67.98,67.68,65.89,1.3187817258883248
RDHL,85.74,75.28,90.98,84.0,-0.23701002734731097
RDIB,64.42,68.06,70.5,67.66,-0.4368845897264843
RDUS,74.64,70.2,76.75,73.86,-0.25299760191846515
RDVT,59.33,78.81,65.4,67.85,0.6534031413612563
RDW,42.91,63.62,75.3,60.61,2.1353383458646613
RDWR,18.45,69.54,49.93,45.97,0.4184681902408893
RDY,52.2,62.84,61.72,58.92,0.1830084808808215
RDZN,67.17,70.23,71.25,69.55,-0.7902097902097902
REAL,61.05,59.75,57.37,59.39,0.9903225806451612
REAX,50.0,68.55,64.22,60.92,2.393333333333333
REBN,62.99,61.09,65.65,63.24,-0.23802395209580837
REE,64.33,62.07,66.89,64.43,1.4660493827160492
REFI,61.77,69.24,76.81,69.27,0.08223911541119554
REFR,83.1,61.71,61.7,68.84,0.826216216216216
REG,67.52,57.43,65.22,63.39,0.22132116911640495
REGN,48.73,47.35,55.11,50.4,0.23508607043925606
REI,74.78,74.79,78.36,75.98,-0.18648648648648658
REKR,70.19,68.51,65.71,68.14,-0.5809352517985611
RELI,93.9,80.73,69.5,81.38,-0.9301283965362795
RELIW,93.9,80.73,69.5,81.38,-0.19032258064516125
RWT,65.07,73.78,75.94,71.6,0.13313609467455628
RXO,66.92,73.24,72.33,70.83,0.5609756097560977
RXST,49.95,54.45,58.56,54.32,1.042389987888575
RXT,82.67,77.26,74.64,78.19,0.8597122302158274
RY,67.5,64.7,62.6,64.93,0.5322091471551618
RYAM,61.94,54.79,60.34,59.02,1.7303754266211604
RYAAY,61.96,59.27,65.55,62.26,0.24473975636766346
RYAN,67.11,66.17,73.58,68.95,0.5439947206335239
RXRX,61.75,65.63,64.68,64.02,0.10538842975206611
RYI,54.82,66.31,72.27,64.47,-0.19518518518518516
RYN,62.55,62.72,66.98,64.08,0.24282945736434097
RYTM,59.94,60.55,60.68,60.39,1.3289058982440343
RZB,57.87,68.33,73.14,66.45,0.05822784810126578
RZC,57.87,68.33,73.14,66.45,0.053254437869822396
RZLT,52.96,62.88,62.44,59.43,4.010526315789473
S,77.9,57.22,67.54,67.55,0.5969969969969972
SA,83.06,76.72,66.98,75.59,0.5925282363162466
SABS,62.22,69.93,71.64,67.93,-0.6344827586206896
SABR,47.73,52.08,66.16,55.32,-0.03937007874015746
SABSW,62.22,69.93,71.64,67.93,-0.4060975609756098
SACH,69.13,72.57,68.02,69.91,-0.2941091954022988
SAFE,66.77,65.04,67.25,66.35,0.5641025641025641
SAFT,54.75,65.46,75.68,65.3,0.14601830351044956
SAGE,61.38,64.96,62.97,63.1,-0.5981359649122807
SAH,66.55,63.44,43.7,57.9,0.2411300919842314
SAIA,33.88,26.19,41.31,33.79,0.14388092613009923
SAIC,98.01,69.02,71.46,79.5,0.3179574620838195
SACC,65.57,75.12,73.13,71.27,0.034495033112582826
SAJ,75.26,81.49,76.22,77.66,0.026742301458670993
SAM,65.22,75.62,72.3,71.05,-0.19963118505357233
SAMG,73.26,74.41,73.66,73.78,0.11797752808988768
SAN,62.1,66.8,69.49,66.13,0.3808219178082192
SANA,62.16,67.91,61.64,63.9,0.38963210702341133
SAND,60.66,62.52,59.78,60.99,0.2305327868852459
SANG,50.0,50.0,63.3,54.43,0.8706070287539938
SANM,50.4,73.36,55.79,59.85,0.33059146102624354
SANW,79.5,67.84,64.21,70.52,3.5754161331626118
SAR,75.26,81.49,76.22,77.66,0.030586236193712934
SASR,75.68,72.34,70.73,72.92,0.6045831301803996
SAT,75.26,81.49,76.22,77.66,0.051502145922746746
SAP,68.75,68.16,64.93,67.28,0.735042735042735
SATL,54.0,64.6,63.18,60.59,0.13558937088348846
SATLW,54.0,64.6,63.18,60.59,-0.28169014084507044
SATS,41.46,48.93,55.19,48.53,0.8244847192608387
SATX,53.31,64.49,63.74,60.51,0.5499999999999999
SAVA,62.79,61.75,60.82,61.79,1.0603438596491228
SAY,75.26,81.49,76.22,77.66,0.015593762495001879
SAZ,75.26,81.49,76.22,77.66,0.026396324410707092
SAVE,60.75,67.32,63.88,63.98,-0.9071340713407134
SBAC,53.89,46.01,61.79,53.9,0.30986064189189183
SBBA,69.63,63.33,60.24,64.4,0.01124497991967876
SBCF,71.23,67.01,74.59,70.94,0.3692232055063914
SBET,49.81,70.81,70.58,63.73,-0.518348060873834
SB,58.23,56.96,53.24,56.14,0.33900900900900893
SBEV,74.64,65.47,68.43,69.51,-0.601654665236709
SBFG,54.67,64.7,70.01,63.13,0.4832943013270882
SBFM,50.0,59.04,61.6,56.88,-0.9951679071200402
SBFMW,50.0,59.04,61.6,56.88,-0.5942812982998454
SBGI,72.34,65.61,69.14,69.03,0.6937022900763358
SBH,50.0,72.58,59.34,60.64,0.6083437110834371
SBLK,66.6,69.61,66.48,67.56,0.03211009174311921
SBR,67.2,75.28,70.97,71.15,-0.009372979961215342
SBRA,53.75,72.29,71.14,65.73,0.3333333333333333
SBS,64.8,67.35,61.77,64.64,0.36462699077954747
SBSI,51.14,67.6,70.34,63.03,0.2257436260623231
SBSW,62.57,65.99,64.4,64.32,-0.20255474452554748
SBT,84.03,69.06,70.97,74.69,-0.1792452830188679
SBUX,66.17,65.74,69.73,67.22,0.01313281084515987
SBXC,50.0,78.77,67.17,65.31,0.05962854349951118
SCCC,65.57,75.12,73.13,71.27,0.05705409974640736
SCCD,65.57,75.12,73.13,71.27,0.0479069767441861
SCCE,65.57,75.12,73.13,71.27,0.06944444444444442
SCCF,69.13,72.57,68.02,69.91,0.036238532110091703
SCCG,69.13,72.57,68.02,69.91,0.03201754385964914
SCCO,38.39,53.06,57.66,49.71,0.6180475917431192
SCHL,73.39,68.23,71.43,71.02,-0.28000541858574907
SCHW,41.6,64.25,56.74,54.2,0.3769749518304433
SCI,43.44,56.86,72.92,57.74,0.3813265119678421
SCKT,54.51,66.4,57.47,59.46,0.16011601160116
SCL,69.35,32.34,51.13,50.94,0.031271290366534976
SCLX,60.51,69.64,63.08,64.41,-0.4565868263473054
SCLXW,60.51,69.64,63.08,64.41,-0.5179432244242099
SCM,62.68,73.75,77.17,71.2,0.06542132736763609
SCNI,56.83,54.0,39.24,50.02,-0.501994715984148
SCO,31.74,74.33,81.16,62.41,0.18799126637554586
SCOR,66.06,67.88,68.89,67.61,-0.455
SCPH,67.14,73.81,64.7,68.55,-0.24957264957264957
SCPX,65.56,68.71,64.98,66.42,-0.990810502283105
SCS,75.05,68.79,71.3,71.71,0.20500927643784797
SCSC,72.37,63.48,65.31,67.05,0.5398744113029827
SCVL,74.95,81.6,80.23,78.93,0.6130592503022977
SCWO,45.69,54.0,63.72,54.47,0.2132352941176469
SCWX,98.57,84.06,66.98,83.2,0.3399668325041459
SCYX,61.2,74.71,75.0,70.3,-0.23529999999999995
SD,74.57,73.73,71.19,73.16,-0.28892944038929447
SDA,61.69,60.57,61.61,61.29,-0.1659111514052584
SDGR,59.35,64.32,61.32,61.66,-0.22084257206208427
SDHC,61.61,80.24,74.86,72.24,0.5604166666666668
SDIG,59.96,58.35,56.87,58.39,0.09638554216867457
SDRL,64.95,73.09,67.38,68.47,-0.11945636623748207
SDS,76.68,73.71,77.35,75.91,-0.4657241931181648
SE,60.87,64.01,60.52,61.8,1.2203371035706363
SEAT,52.97,68.25,71.18,64.13,-0.31124161073825496
SEATW,52.97,68.25,71.18,64.13,-0.8
SEB,55.95,53.98,57.27,55.73,-0.12398230139413921
SECT,67.8,59.87,54.25,60.64,0.2948991696322657
SEDA,58.76,71.39,76.03,68.73,0.06214689265536725
SEDG,74.87,70.69,71.37,72.31,-0.8432181084400772
SEE,68.77,63.68,71.22,67.89,0.2745435756114364
SEED,63.99,65.0,63.8,64.26,0.08974358974358979
SEEL,48.68,61.64,59.56,56.63,-0.9986156798245615
SEER,57.97,64.24,59.42,60.54,0.047567567567567484
SEIC,41.6,67.05,63.45,57.37,0.3156711047139259
SELF,61.11,72.5,69.69,67.77,0.10262008733624449
SEM,53.82,57.66,47.05,52.84,0.4331103678929765
SEMR,50.0,75.44,72.4,65.95,0.6207729468599035
SENEA,68.02,73.14,68.33,69.83,0.18414790408200613
SENEB,68.02,73.14,68.33,69.83,0.17871634083364069
SENS,66.68,79.35,63.96,70.0,-0.3095890410958904
SERV,60.65,61.43,59.9,60.66,-0.6168067226890757
SERA,49.08,59.34,57.19,55.2,3.4285714285714284
SES,70.97,73.59,67.01,70.52,-0.7130805687203792
SEVN,61.57,74.77,80.14,72.16,0.29754322111010006
SEZL,73.75,77.03,75.79,75.52,18.463367039205252
SF,68.64,66.0,71.97,68.87,0.7516675218060545
SFB,68.64,66.0,71.97,68.87,0.2418054809242343
SFBC,54.74,65.2,53.08,57.67,0.46938775510204084
SFBS,81.25,93.22,58.78,77.75,0.761423908608731
SFIX,49.29,52.43,59.17,53.63,-0.12125748502994006
SFM,82.14,80.18,76.93,79.75,1.7511825922421946
SFNC,65.64,69.3,66.59,67.18,0.44903064415259547
SFL,55.0,61.19,60.91,59.03,0.024977293369663974
SFST,81.53,93.94,89.24,88.24,0.40126676602086436
SFWL,71.74,64.43,62.33,66.17,-0.8892645815722738
SG,72.01,75.93,70.64,72.86,2.2380952380952377
SGA,44.97,66.6,72.84,61.47,-0.2718373493975904
SGBX,59.88,69.39,59.81,63.03,-0.8612975391498882
SGC,70.97,69.61,70.89,70.49,0.9502503128911138
SGD,68.63,77.34,57.37,67.78,-0.8752083333333333
SGH,75.09,69.64,73.87,72.87,0.46110721793973386
SGHC,65.38,63.98,62.17,63.84,0.20784883720930242
SGHT,74.63,63.69,63.5,67.27,0.6789772727272727
SGLY,67.41,62.87,59.69,63.32,-0.6861804222648753
SGMA,34.06,68.44,54.63,52.38,0.0491228070175439
SGML,65.26,72.75,67.92,68.64,-0.45794753086419754
SGMO,63.03,69.14,60.12,64.1,0.8106887467068123
SGMT,70.37,61.44,70.99,67.6,0.16188183807439818
SGOL,70.63,82.35,75.69,76.22,0.3746822033898306
SGRP,62.79,72.15,71.22,68.72,1.5736467084972878
SGRY,50.0,93.12,56.37,66.5,0.2720731232983274
SGU,59.48,71.78,66.31,65.86,0.030355594102341843
SHAK,56.4,86.73,88.31,77.15,0.9615729933560783
SHBI,63.78,75.82,69.83,69.81,0.41107871720116623
SHC,52.81,57.45,63.95,58.07,0.17612380250552695
SHCO,70.93,64.55,71.86,69.11,-0.23509015256588076
SHCR,64.64,72.73,64.76,67.38,0.21203389830508473
SHCRW,64.64,72.73,64.76,67.38,0.9132908157596498
SHEL,66.74,63.7,62.04,64.16,-0.018795888399412645
SHEN,52.17,70.61,75.59,66.12,-0.36830256641152637
SHFS,67.39,73.12,67.36,69.29,-0.29074759437453734
SHFSW,67.39,73.12,67.36,69.29,-0.4545454545454546
SHG,68.32,67.7,62.58,66.2,0.5733510235026537
SHIP,55.59,56.75,65.74,59.36,0.7178217821782179
SHLS,58.74,62.46,55.02,58.74,-0.6707236842105264
SHLT,69.69,65.53,65.84,67.02,-0.7544642857142857
SHO,59.92,71.62,63.33,64.96,0.10245464247598729
SHOO,95.48,92.16,82.63,90.09,0.45492662473794543
SHOP,96.01,78.4,80.06,84.82,0.5925120586532897
SHPH,60.8,73.21,64.06,66.02,-0.7441113490364025
SHW,51.82,54.16,61.29,55.76,0.6281133576122903
SHYF,62.33,61.7,71.43,65.15,0.0023364485981307915
SIBN,46.49,74.1,67.33,62.64,-0.23231132075471705
SID,52.56,54.77,55.07,54.13,-0.05000000000000014
SIDU,63.97,69.21,74.49,69.22,-0.7819633027522936
SIEB,63.66,67.39,70.95,67.33,0.4251497005988024
SIF,78.55,65.34,72.21,72.03,0.004640371229698483
SIFY,62.43,69.36,62.83,64.87,-0.6239837398373983
SIG,51.71,57.81,67.08,58.87,0.372982503729825
SIGA,66.03,62.91,58.71,62.55,0.3243761996161229
SIGI,54.61,45.0,72.92,57.51,-0.0692612137203167
SIGIP,54.61,45.0,72.92,57.51,0.30167958656330734
SII,69.73,71.54,71.14,70.8,0.6593387266971508
SILC,87.52,73.21,89.24,83.32,-0.4168787107718405
SILO,83.43,69.14,72.43,75.0,-0.08389312977099245
SILV,50.0,66.44,67.22,61.22,1.1511857707509883
SIM,66.28,77.84,68.41,70.84,-0.1203225806451613
SIMO,17.57,37.82,41.53,32.31,0.018531845987765406
SINT,58.02,67.39,62.08,62.5,-0.9690115761353517
SIRI,55.64,48.72,64.14,56.17,-0.3919956140350877
SISI,66.59,68.29,70.01,68.3,-0.8625
SITC,47.8,49.6,61.89,53.1,-0.6410530821917808
SITE,59.35,75.3,70.37,68.34,0.023576196562988164
SITM,48.07,56.35,60.47,54.96,0.5212842067608658
SIVR,59.99,81.9,73.93,71.94,0.4109651110104214
SJ,64.38,62.68,66.67,64.58,-0.6878124999999999
SJM,61.81,57.56,67.89,62.42,0.06769460551748387
SJT,78.27,75.86,85.07,79.73,-0.4875816993464053
SJW,60.48,78.86,66.24,68.53,0.026360982311523333
SKE,90.88,83.22,71.95,82.02,1.2057941834451902
SKGR,77.8,74.57,74.46,75.61,0.06419534883720923
SKIL,56.87,67.38,70.43,64.89,-0.09393773894046964
SKIN,45.54,72.75,58.76,59.02,-0.6754563894523327
SKLZ,50.0,74.23,63.55,62.59,0.13692946058091288
SKT,33.13,65.84,77.18,58.72,0.47408666100254904
SKWD,47.42,58.75,66.96,57.71,0.5961573426573427
SKX,55.8,70.66,58.11,61.52,0.2714227142271423
SKY,58.13,66.85,65.39,63.46,0.6957111374809289
SKYE,54.58,69.22,74.5,66.1,0.578846153846154
SKYH,69.56,59.95,75.9,68.47,0.7516185897435896
SKM,62.63,71.56,66.01,66.73,0.11897810218978103
SKYT,72.97,63.83,70.41,69.07,0.6979166666666666
SKYW,68.71,61.71,71.78,67.4,1.5457203615098352
SKYX,59.73,71.55,65.88,65.72,-0.16326530612244897
SLAB,47.63,49.56,56.55,51.25,0.13184644231718148
SLB,66.73,61.59,63.85,64.05,-0.2938135734533933
SLDB,58.58,66.36,64.39,63.11,2.0046511627906978
SLDP,94.67,89.19,78.55,87.47,-0.19677419354838704
SLDPW,94.67,89.19,78.55,87.47,-0.3723586521987436
SLE,72.03,81.84,72.77,75.55,-0.34097222222222223
SLF,59.99,67.69,67.77,65.15,0.22042780748663102
SLG,56.37,53.92,51.78,54.03,1.4395465994962215
SLGL,50.0,50.0,50.0,50.0,-0.5617920647978232
SLGN,64.89,83.97,62.8,70.55,0.26512195121951215
SLM,43.58,62.54,57.36,54.49,0.7302483069977429
SLMBP,68.27,73.14,60.52,67.31,0.15233224856655816
SLI,55.68,68.29,54.82,59.6,-0.348122866894198
SLND,64.15,65.75,63.16,64.35,-0.3995215311004784
SLN,57.2,66.23,62.91,62.11,1.4945799457994582
SLNG,77.21,64.6,67.76,69.86,0.07897129186602889
SLNH,76.48,71.72,71.98,73.39,0.5509433962264153
SLNHP,76.48,71.72,71.98,73.39,6.898624843732242
SLNO,54.48,69.26,70.08,64.61,1.2748636172891314
SLP,78.51,90.86,76.42,81.93,-0.16008004002000997
SLQT,64.63,64.08,68.99,65.9,0.6330645161290323
SLRC,62.29,70.52,73.59,68.8,0.036029911624745024
SLRN,56.67,61.77,62.21,60.22,-0.381243628950051
SLRX,45.54,66.24,66.53,59.44,-0.6345218800648298
SLS,56.16,55.68,54.43,55.42,0.2828282828282829
SLV,50.0,86.7,73.47,70.06,0.4078635717669351
SLVM,51.96,60.91,71.12,61.33,0.9837775202780996
SM,73.22,76.39,66.87,72.16,-0.021604228912893535
SMAR,86.35,75.56,74.02,78.64,0.3082495910259406
SMBC,60.01,67.59,64.76,64.12,0.5223618090452263
SMBK,51.26,63.29,70.67,61.74,0.4947468958930276
SMCI,90.63,93.6,60.0,81.41,0.797434930215013
SMFG,56.76,63.28,60.51,60.18,0.3612266112266114
SMHI,79.15,59.65,64.66,67.82,-0.43482554312047395
SMID,69.28,74.56,65.11,69.65,0.6435947055499719
SMLR,6.56,75.15,93.99,58.57,-0.15088506844953836
SMMT,56.38,75.98,80.98,71.11,10.567934782608695
SMG,46.52,46.31,61.7,51.51,0.9036375239310784
SMP,67.23,67.98,74.77,69.99,-0.020872274143302234
SMPL,41.02,70.47,68.5,60.0,-0.004505857614899327
SMR,79.26,64.56,58.96,67.59,2.957399103139013
SMRT,62.03,66.18,69.5,65.9,-0.28483606557377045
SMSI,96.62,73.97,77.76,82.78,-0.8948303167420814
SMTC,63.69,68.71,60.64,64.35,1.6464330413016268
SMWB,62.42,75.89,68.94,69.08,0.6974169741697416
SMX,70.03,71.77,66.94,69.58,-0.9828104575163399
STRM,98.97,75.97,75.05,83.33,-0.5861111111111111
STRR,68.58,69.96,60.88,66.47,-0.16666666666666663
STRRP,68.58,69.96,60.88,66.47,-0.00743099787685778
STRS,61.77,63.68,69.1,64.85,-0.08501872659176028
STRO,55.45,61.6,56.8,57.95,0.14133738601823703
STRT,56.36,67.93,63.27,62.52,0.6070329670329672
STRW,80.11,65.01,61.5,68.87,0.703862660944206
STT,74.95,73.46,65.88,71.43,0.3789933694996987
STSS,49.67,65.79,67.81,61.09,-0.7429378531073446
STVN,61.44,66.34,65.99,64.59,-0.45201793721973105
STWD,68.67,74.27,74.78,72.57,0.1048633879781421
STX,68.28,72.28,67.45,69.33,0.6828921788544936
STTK,62.19,69.98,66.46,66.21,-0.017857142857142794
STXS,84.98,83.8,57.83,75.54,0.2756375838926175
SU,55.6,77.9,71.0,68.17,0.12358572671888593
STZ,48.83,51.4,72.59,57.61,0.03312607204116648
SUI,81.01,82.65,82.13,81.93,0.3050165641268338
SUM,65.73,79.93,70.65,72.1,0.24504877327815547
SUNS,60.93,67.37,72.06,66.79,0.3845
SUN,50.89,63.1,64.52,59.5,0.018362136684995978
SUPN,63.66,65.88,67.06,65.53,0.4174684608915054
SUPV,62.86,67.75,65.3,65.3,2.848258706467662
SURG,71.14,63.22,63.46,65.94,-0.5944206008583692
SURGW,71.14,63.22,63.46,65.94,-0.9977586206896553
SUUN,82.47,50.0,63.71,65.39,-0.23369261477045905
SUZ,63.04,69.59,67.54,66.72,-0.11531531531531526
SVC,45.0,60.27,54.58,53.28,-0.5074931880108992
SVII,67.08,75.37,78.64,73.7,0.05400372439478585
SVIIW,67.08,75.37,78.64,73.7,-0.719
SUP,65.87,65.6,68.3,66.59,0.043165467625899324
SVRA,66.53,70.55,74.66,70.58,0.1269592476489029
SVRE,58.05,66.84,67.46,64.12,-0.7738317757009346
SVM,54.81,59.1,68.82,60.91,1.1434599156118144
SVREW,58.05,66.84,67.46,64.12,-0.7766666666666666
SVV,55.74,61.79,64.71,60.75,-0.30382293762575446
SVT,68.46,67.79,68.2,68.15,0.19904761904761903
SWAG,54.26,68.53,67.93,63.57,0.07692307692307698
SWBI,65.99,56.68,65.98,62.88,-0.04329311568488286
SWI,44.25,76.38,72.8,64.48,0.46875000000000006
SWIM,28.05,42.56,55.26,41.96,2.0000000000000004
SWK,62.46,59.5,64.78,62.25,0.33813086482373833
SWKH,54.36,67.15,66.04,62.52,0.07160883280757097
SWKS,61.81,72.31,75.87,70.0,0.04798033767899118
SWTX,63.38,61.6,70.77,65.25,0.4308045977011495
SWVL,58.49,65.54,64.78,62.94,3.0955631399317407
SWVLW,58.49,65.54,64.78,62.94,1.0
SWX,80.72,69.68,68.3,72.9,0.2898825966850827
SXC,66.32,63.66,72.75,67.58,-0.08272251308900533
SXI,58.84,61.87,63.06,61.26,0.24873903129966146
SXT,73.36,98.34,83.23,84.98,0.40256273358248806
SXTC,59.96,62.5,63.81,62.09,-0.7736491228070176
SXTP,82.33,67.11,71.34,73.59,-0.8932926829268292
SY,61.15,60.13,63.31,61.53,0.14406309008108412
SYBT,76.4,68.64,72.25,72.43,0.6459425717852686
SYBX,55.91,60.46,61.56,59.31,-0.35247826086956513
SYF,45.09,55.87,52.75,51.24,0.9426286509040331
SYK,77.23,64.76,68.55,70.18,0.3732210714551822
SYM,50.0,72.13,53.7,58.61,-0.30407303370786515
SYNA,56.33,62.28,61.6,60.07,-0.22405405405405399
SYPR,53.26,64.46,54.31,57.34,-0.22949494949494945
SYRA,46.56,74.58,71.61,64.25,-0.78994708994709
SYRE,61.1,61.01,60.69,60.93,1.6854771784232363
SYRS,62.48,70.12,67.98,66.86,-0.0845070422535211
SYT,58.41,57.49,60.0,58.63,-0.577937649880096
SYTA,34.04,71.17,69.94,58.38,-0.9964403447754423
SYTAW,34.04,71.17,69.94,58.38,-0.4828571428571429
SYY,61.11,62.52,73.15,65.59,0.14803533353639964
T,71.43,58.0,71.52,66.98,0.43971166448230664
TAC,65.31,61.8,63.3,63.47,0.3373570520965693
TACT,79.46,70.84,61.3,70.53,-0.28501628664495116
TAIT,50.0,78.45,79.37,69.27,-0.21428571428571436
TAK,58.54,65.02,67.67,63.74,-0.014796971782518917
TAL,41.1,54.98,57.45,51.18,0.09478168264110742
TALK,50.0,78.55,82.74,70.43,0.42268041237113396
TALKW,50.0,78.55,82.74,70.43,0.0
TALO,68.51,74.2,68.77,70.49,-0.4207207207207207
TANH,59.68,60.65,61.2,60.51,-0.9046875
TAOP,67.58,65.28,62.67,65.18,-0.7436799517515204
TAP,64.98,71.22,77.47,71.22,-0.03950977031196446
TARA,61.53,72.55,61.77,65.28,0.18655629139072852
TARS,57.35,64.74,59.42,60.5,1.838697318007663
TASK,82.56,66.83,68.99,72.79,0.3961187214611873
TATT,62.84,62.79,67.88,64.5,1.2973730964467007
TAYD,35.02,69.41,81.03,61.82,1.1861880733944954
TBB,53.75,67.35,70.39,63.83,0.2064468503937008
TBBK,60.35,65.07,72.77,66.06,0.7618401206636501
TBC,53.75,67.35,70.39,63.83,0.16751977664029788
TBI,69.15,63.37,65.03,65.85,-0.44975404075895997
TBLA,66.06,72.79,73.63,70.83,0.016853932584269676
TBLAW,66.06,72.79,73.63,70.83,-0.631578947368421
TBMC,50.0,76.61,74.36,66.99,0.06370656370656372
TBN,62.92,63.66,64.6,63.73,-0.11403678160919539
TBNK,69.54,68.11,76.58,71.41,0.328087167070218
TBPH,55.16,66.34,59.91,60.47,-0.03901895206243048
TBRG,4.79,69.28,83.91,52.66,-0.10200429491768079
TC,60.9,59.64,63.84,61.46,-0.7681159420289856
TCBI,76.76,74.63,70.16,73.85,0.38491003028683407
TCBIO,76.76,74.63,70.16,73.85,0.33916302311055585
TCBK,75.04,59.08,76.39,70.17,0.4094463559587114
TCBP,68.83,68.94,70.31,69.36,-0.9346153846153847
TCBPW,68.83,68.94,70.31,69.36,6.6923076923076925
TCBS,73.56,76.05,73.44,74.35,0.18110236220472448
TCBX,98.03,99.34,74.49,90.62,0.7329230769230769
TCI,67.08,67.75,76.93,70.59,0.0003551136363636919
TCJH,62.36,61.47,62.8,62.21,-0.5687307861220905
TCMD,68.6,70.77,68.27,69.21,0.30817610062893075
TCOM,43.0,51.43,55.59,50.01,0.8484114977307113
TCPC,73.15,74.99,74.27,74.14,-0.2248134328358209
TCRT,54.89,56.9,55.57,55.79,-0.8564102564102564
TCRX,54.7,58.07,58.43,57.07,0.5516224188790559
TCS,45.42,50.21,56.27,50.63,-0.6310077519379845
TCX,61.1,69.79,65.12,65.34,-0.02222222222222219
TD,77.75,74.76,73.62,75.37,-0.02918956043956049
TDC,98.85,79.22,67.06,81.71,-0.26515323496027243
TDG,50.91,51.91,60.71,54.51,0.6835977944186271
TDOC,50.0,70.81,79.19,66.67,-0.47052341597796143
TDS,28.58,71.72,75.47,58.59,0.569206008583691
TDUP,83.64,64.62,56.45,68.24,-0.726643598615917
TDW,65.11,56.62,62.57,61.43,-0.12094064949608063
TDY,61.47,58.36,59.63,59.82,0.14547648687787396
TEAM,60.73,67.94,61.65,63.44,0.0018191268191267895
TECH,54.84,61.43,58.47,58.25,0.11472440944881884
TECK,67.53,81.43,82.37,77.11,0.26503006012024044
TECTP,71.48,72.54,71.82,71.95,0.03363006923837783
TEF,16.1,21.44,19.61,19.05,0.192075
TEI,80.09,64.64,66.46,70.4,0.27954545454545443
TEL,74.07,66.86,69.21,70.05,0.24868035190615842
TELA,71.32,62.62,63.67,65.87,-0.5797598627787307
