symbol,environmentalScore,socialScore,governanceScore,ESGScore,cumulative_return
CRBG,72.38,75.96,71.79,73.38,0.4870283018867924
CRBP,49.83,63.92,62.04,58.6,2.166112956810631
CRBU,61.13,77.69,72.58,70.47,-0.4954452926208651
CRC,74.61,72.29,72.49,73.13,-0.05940952725955445
CRCT,2.35,66.6,41.87,36.94,-0.17239263803680985
CRDF,47.58,64.15,55.24,55.66,1.7685185185185186
CRDL,50.0,69.23,76.25,65.16,1.6128378378378379
CRDO,64.13,75.62,69.01,69.59,1.612594113620808
CREG,65.44,62.89,57.89,62.07,-0.4444444444444445
CRESW,72.48,77.22,81.59,77.1,0.1627172195892575
CRESY,72.48,77.22,81.59,77.1,0.14800514800514805
CREX,85.25,78.16,74.13,79.18,2.284671532846715
CRGO,84.43,78.64,83.68,82.25,-0.4020114161456917
CRGY,73.93,74.92,75.76,74.87,0.012786885245901687
CRH,68.26,60.24,65.34,64.61,0.7077148616455927
CRI,77.4,65.09,64.72,69.07,-0.005175218098476923
CRIS,68.27,67.76,72.59,69.54,0.15367965367965367
CRK,77.31,75.04,69.87,74.07,-0.10103011093502366
CRKN,43.61,68.19,66.98,59.59,-0.9707453265355669
CRL,72.9,70.07,70.83,71.27,0.06878335112059758
CRM,65.16,57.51,60.2,60.96,0.4067300307219663
CRMD,34.86,65.03,68.52,56.14,2.287925696594427
CRMT,73.71,84.74,75.65,78.03,-0.4233834095362508
CRNC,71.75,62.29,62.98,65.67,-0.8121193666260658
CRNT,63.61,61.84,66.39,63.95,0.5853658536585368
CRNX,62.22,71.24,62.88,65.45,1.1249551166965888
CRON,56.22,67.61,65.14,62.99,0.23714285714285716
CROX,66.23,58.64,69.9,64.92,0.6268798105387802
CRSP,74.73,71.48,65.6,70.6,0.22046254399195564
CRSR,48.77,68.09,67.96,61.61,-0.49159021406727826
CRS,61.11,59.79,65.82,62.24,1.5589652956298201
CRT,64.56,81.31,69.83,71.9,-0.38691224268689056
CRTO,63.9,58.33,67.84,63.36,0.48231622746185854
CRUS,46.22,60.16,60.56,55.65,0.7991785242775414
CRVL,55.56,59.1,60.47,58.38,0.5630123456790123
CRVO,50.28,68.91,71.48,63.56,0.5782608695652175
CRVS,51.51,62.31,60.13,57.98,5.0406504065040645
CRWD,51.92,60.36,64.03,58.77,0.6716345111641013
CRWS,81.47,72.89,72.18,75.51,0.13517321016166284
CSAN,77.67,75.49,77.62,76.93,-0.3297101449275363
CSBR,50.0,78.33,74.79,67.71,-0.3018867924528302
CSCO,76.72,74.62,69.03,73.46,0.06536009002250562
CSGP,35.45,44.91,65.97,48.78,0.06545847984852587
CSGS,65.23,57.17,57.91,60.1,-0.03921186110027308
CSIQ,70.1,64.34,68.1,67.51,-0.41502067064768033
CSL,48.21,54.36,64.18,55.59,0.9015286675857593
CSLMR,64.69,83.5,74.61,74.27,0.4545454545454546
CSLR,70.05,63.01,64.01,65.69,0.8951612903225807
CSLM,64.69,83.5,74.61,74.27,0.05228758169934628
CSPI,54.18,72.77,72.23,66.39,0.4324618736383443
CSR,53.97,75.15,67.31,65.48,0.3066456867826729
CSTE,81.66,85.63,61.73,76.34,0.09948979591836726
CSTL,56.75,60.11,69.1,61.99,1.5453124999999996
CSTM,64.06,71.31,61.85,65.74,-0.07541385652973628
CSV,44.64,78.71,73.74,65.7,0.4128639721860059
CSWC,76.16,71.83,71.99,73.33,0.2006976744186047
CSWCZ,76.16,71.83,71.99,73.33,0.02075848303393212
CSWI,65.78,72.73,70.39,69.63,1.2639828792874084
CSX,57.4,61.2,73.56,64.05,0.11313032089063518
CTAS,49.74,54.68,66.89,57.1,0.7037228541882111
CTBB,68.83,65.04,75.3,69.72,0.3968646864686469
CTBI,59.95,74.84,70.4,68.4,0.42857142857142855
CTCX,87.53,71.99,74.96,78.16,-0.7913307984790875
CTDD,61.75,64.23,74.22,66.73,0.42764227642276403
CTGO,63.47,67.57,65.39,65.48,0.18906605922551256
CTHR,66.3,64.22,64.13,64.88,-0.5752688172043011
CTKB,50.6,57.49,57.54,55.21,0.09408033826638464
CTLP,61.37,68.32,65.21,64.97,0.35276532137518685
CTLT,64.36,68.53,62.3,65.06,0.3923273064441353
CTM,79.72,72.12,72.26,74.7,-0.47906250000000006
CTMX,57.21,59.65,57.57,58.14,-0.12313432835820898
CTNT,58.51,64.57,66.0,63.03,-0.8547486033519553
CTO,74.68,66.8,70.91,70.8,0.2194513715710723
CTOS,34.51,64.44,56.86,51.94,-0.432937181663837
CTRA,34.89,29.84,26.43,30.39,-0.20841216216216216
CTRE,63.61,72.31,68.18,68.03,0.4460028050490883
CTRM,33.78,38.61,62.44,44.94,-0.004536585365853484
CTRN,54.64,58.65,64.46,59.25,-0.17991803278688515
CTS,63.92,61.94,69.19,65.02,0.23226457965160321
CTSH,64.52,65.8,65.58,65.3,0.18658312958435222
CTSO,57.13,67.69,72.58,65.8,-0.31927710843373497
CTV,74.26,61.04,65.07,66.79,0.857142857142857
CTVA,51.61,55.52,63.3,56.81,0.163265306122449
CTXR,70.25,60.99,67.31,66.18,-0.4083628632175762
CUB,63.03,73.05,76.69,70.92,0.003006012024048032
CUBB,88.6,83.02,83.29,84.97,0.14933333333333337
CUBI,88.6,83.02,83.29,84.97,0.4288740920096853
CUBE,22.76,33.53,74.23,43.51,0.3823555432679015
CUE,59.0,73.25,68.27,66.84,-0.38770053475935834
CUK,57.6,59.57,73.75,63.64,0.8868292682926829
CULP,82.99,82.93,80.41,82.11,0.08489323843416371
CURI,72.88,65.11,62.79,66.93,3.0468749999999996
CURIW,72.88,65.11,62.79,66.93,1.0704558017990855
CURR,47.71,73.54,62.9,61.38,-0.7332635983263599
CURV,22.89,63.67,75.33,53.96,0.7066666666666666
CUTR,70.13,64.01,62.44,65.53,-0.8302372034956305
CUZ,56.54,66.65,61.51,61.57,0.7243729552889858
CVAC,69.0,66.59,69.67,68.42,-0.4769372693726937
CVBF,57.58,65.34,66.11,63.01,0.2104283054003725
CVCO,77.8,58.82,61.97,66.2,0.7502747684094834
CVE,64.84,77.99,70.81,71.21,-0.21057129367327673
CVEO,53.12,42.38,81.3,58.93,0.4206361323155218
CVGI,54.95,56.97,53.43,55.12,-0.5530272596843615
CVGW,53.13,65.22,61.71,60.02,0.08421450151057404
CVI,60.13,46.19,70.24,58.85,-0.2604735883424408
CVKD,69.32,60.69,63.13,64.38,0.8968253968253969
CVLG,65.71,33.94,24.59,41.41,0.26238445129177534
CVM,66.78,72.72,64.47,67.99,-0.16628318584070784
CVLT,50.0,60.43,63.85,58.09,1.1146080760095012
CVNA,60.03,70.53,66.77,65.78,5.07090851535296
CVR,25.17,59.16,63.7,49.34,0.11091954022988505
CVRX,56.73,61.61,66.65,61.66,-0.3485202492211838
CVS,61.3,60.04,70.29,63.87,-0.1774946891375159
CVU,65.76,67.89,59.75,64.47,0.035483870967741894
CVV,74.63,64.15,65.82,68.2,-0.5283954154727795
CVX,40.37,48.12,58.47,48.99,-0.11513897102306328
CW,69.61,55.29,67.96,64.29,0.7936055090998523
CWAN,70.16,75.83,70.24,72.08,0.3966666666666666
CWBC,66.52,71.01,63.73,67.09,0.5250198570293884
CWCO,67.45,60.82,72.43,66.9,-0.07974594213126329
CWD,84.08,91.19,78.84,84.7,-0.5319148936170213
CWEN,70.4,60.02,66.35,65.59,0.26850984067478917
CWH,86.61,79.95,79.58,82.05,0.3606271777003485
CWK,69.56,71.38,64.37,68.44,0.9208633093525179
CWST,61.58,59.38,62.07,61.01,0.36631469169599806
CWT,59.33,59.9,58.09,59.11,0.127467450650987
CX,64.58,64.97,62.89,64.15,-0.01575456053068004
DNUT,58.63,70.9,72.94,67.49,-0.10526315789473682
DNTH,72.08,70.85,71.92,71.62,1.284054487179487
DOCN,58.23,68.33,59.23,61.93,0.8919095258808177
DOCS,55.37,69.72,59.51,61.53,0.960108794197643
DOCU,99.98,59.86,72.17,77.34,0.7736509479824989
DOC,65.73,71.63,69.46,68.94,0.3414268585131895
DOLE,88.06,69.12,69.6,75.59,0.5093551401869159
DOGZ,50.0,50.0,50.0,50.0,3.8365641025641026
DOMH,64.99,67.73,68.36,67.03,-0.10443902439024379
DOMO,98.68,63.51,61.05,74.41,-0.12104072398190048
DOOO,50.0,50.0,50.0,50.0,-0.18529743445164923
DORM,68.7,66.03,64.43,66.39,0.6028853969114063
DOUG,46.54,60.03,53.43,53.33,-0.20398009950248744
DOV,73.59,57.52,68.45,66.52,0.45012274045971873
DOW,75.12,98.25,87.48,86.95,0.07047522750252778
DOX,63.4,59.95,79.51,67.62,0.12503100967501857
DOYU,61.27,62.37,61.88,61.84,-0.037634408602150685
DPCSW,85.4,71.62,83.21,80.08,-0.4063745019920319
DPZ,51.27,49.94,59.91,53.71,0.24016148238505997
DQ,74.09,63.76,71.49,69.78,-0.26226933647428347
DRD,56.86,59.88,60.44,59.06,0.29310344827586216
DPRO,69.01,65.08,68.08,67.39,-0.8328938547486033
DRH,64.97,71.72,66.35,67.68,0.15001270648030485
DRMA,54.29,65.43,71.45,63.72,-0.8484154589371982
DRRX,60.75,65.44,66.55,64.25,-0.571917808219178
DRCT,63.38,65.5,67.18,65.35,0.07031250000000006
DRI,45.69,51.33,54.76,50.59,0.1537326022775201
DRIO,71.71,76.49,56.03,68.08,-0.6336996336996337
DRS,70.98,81.64,79.52,77.38,0.49895287958115164
DRTS,85.35,72.85,79.16,79.12,-0.35211267605633806
DRTSW,85.35,72.85,79.16,79.12,-0.4004037685060566
DRUG,59.81,59.69,60.64,60.05,33.33766233766234
DRVN,72.35,70.57,72.71,71.88,0.290893015030946
DSGN,58.42,61.19,58.35,59.32,1.6330275229357798
DSGR,72.72,74.64,72.08,73.15,0.35568065506653024
DSGX,51.92,57.53,62.92,57.46,0.454062159214831
DSP,60.75,63.34,59.59,61.23,1.350980392156863
DSS,83.73,72.86,74.82,77.14,-0.6293103448275862
DSWL,57.57,57.09,57.71,57.46,0.14782608695652188
DSX,64.17,71.69,79.84,71.9,-0.2961309523809523
DT,62.31,61.27,65.38,62.99,0.15084033613445377
DTB,74.47,68.01,68.89,70.46,0.2433526011560694
DTC,63.77,75.72,70.79,70.09,-0.6740740740740739
DTE,59.44,77.1,75.27,70.6,0.3326442009510026
DTG,74.47,68.01,68.89,70.46,0.26934180138568126
DTIL,54.84,60.82,59.1,58.25,-0.009900990099009885
DTM,62.79,60.84,60.4,61.34,0.5499458092485551
DTSQU,63.8,76.58,72.91,71.1,0.00997008973080772
DTSS,75.85,70.85,68.55,71.75,-0.3373134328358209
DTST,59.4,64.83,67.77,64.0,0.10410094637223977
DTSTW,59.4,64.83,67.77,64.0,2.872670807453416
DTW,74.47,68.01,68.89,70.46,0.18797892720306517
DUK,51.11,72.68,73.82,65.87,0.36682615629984056
DUKB,72.35,69.59,64.07,68.67,0.15290925672594624
DUO,67.9,71.76,76.82,72.16,0.5253164556962026
DUOL,58.26,57.27,59.06,58.2,0.8810146443514645
DUOT,94.06,69.95,69.16,77.72,-0.11509302325581393
DV,67.52,62.29,65.45,65.09,-0.38098641887062185
DVN,55.84,59.73,69.35,61.64,-0.18385786802030457
DVAX,56.78,62.79,66.01,61.86,-0.24597056762438682
DWSN,83.6,87.48,73.78,81.62,-0.08549222797927464
DX,66.46,76.32,83.16,75.31,0.17685185185185184
DXC,58.85,62.88,65.66,62.46,0.02599611273080662
DVA,65.57,51.24,62.37,59.73,0.9826023033570201
DXCM,51.14,51.27,61.44,54.62,-0.1714318921431892
DXLG,74.86,69.87,77.29,74.01,-0.33217592592592604
DXPE,70.57,77.9,77.62,75.36,0.599264705882353
DXR,57.27,56.52,58.15,57.31,0.01918933702459236
DY,61.62,63.94,60.98,62.18,1.3919280330658883
DYAI,75.67,73.03,67.22,71.97,-0.3341142857142857
DYN,56.7,63.91,63.3,61.3,3.7272117962466487
E,64.83,63.15,62.72,63.57,-0.06566890653634704
EA,45.8,46.84,64.67,52.44,0.12812914294626848
EAF,48.06,58.07,67.36,57.83,-0.4985250737463127
EAI,72.3,69.5,73.16,71.65,0.19411914460285132
EARN,78.5,71.08,69.55,73.04,0.29020332717190395
EAST,66.77,61.66,61.83,63.42,-0.6013286713286713
EAT,68.06,75.87,70.87,71.6,1.8007564296520426
EB,57.73,62.71,64.51,61.65,-0.6701149425287356
EBAY,70.39,66.51,68.73,68.54,0.5791200777831794
EBC,72.48,79.49,79.08,77.02,0.45420168067226885
EBF,44.19,64.73,64.94,57.95,-0.007115749525616631
EBMT,62.07,73.76,72.58,69.47,0.42136752136752137
EBON,63.06,59.88,62.05,61.66,-0.15722379603399425
EBR,63.41,63.99,64.95,64.12,-0.0022288261515602628
EBS,65.25,70.1,60.44,65.26,3.1523873873873867
EBTC,74.58,72.22,77.4,74.73,0.3066588785046729
EC,65.06,64.57,64.48,64.7,-0.3375304630381804
ECBK,95.91,93.39,67.35,85.55,0.5034965034965035
ECDA,58.58,73.96,63.95,65.5,-0.9009345794392523
ECDAW,58.58,73.96,63.95,65.5,-0.3615384615384615
ECL,65.76,57.0,64.12,62.29,0.6271984532867654
ECO,72.45,70.65,63.7,68.93,0.1026170798898073
ECOR,58.03,66.39,64.68,63.03,0.38888888888888895
ECPG,60.34,71.35,65.88,65.86,0.09520578923564
ECVT,58.78,75.88,70.55,68.4,-0.2806345733041576
ECX,71.4,71.29,74.86,72.52,-0.5225464190981433
ECXWW,71.4,71.29,74.86,72.52,-0.5170310116929334
ED,66.35,65.35,69.44,67.05,0.20976388730466522
EDAP,53.09,63.85,63.2,60.05,-0.5901815431164902
EDBL,61.23,70.96,62.97,65.05,-0.9818134715025907
EDBLW,61.23,70.96,62.97,65.05,0.004184100418410016
EDIT,58.52,72.53,66.17,65.74,-0.4774494556765163
EDN,64.42,64.27,62.37,63.69,0.9960835509138379
EDR,57.63,77.91,74.2,69.91,0.6182320441988949
EDRY,54.61,54.09,62.67,57.12,0.21875
EDSA,48.97,69.48,65.13,61.19,0.10810810810810796
EDTK,54.71,72.16,73.25,66.71,0.16825208085612375
EDU,43.02,56.18,54.87,51.36,0.14635348226018402
EDUC,63.15,59.82,73.3,65.42,0.8
EE,76.64,69.24,75.52,73.8,0.4990278677900194
EEFT,67.83,68.8,65.98,67.54,0.2760233918128654
EEIQ,65.13,68.72,61.61,65.15,-0.3534482758620689
EEX,41.47,65.31,63.81,56.86,-0.17500000000000002
EFC,58.05,71.2,67.7,65.65,0.035433198380566786
EFOI,63.07,82.33,71.66,72.35,-0.2209883720930232
EFSC,42.95,66.43,83.9,64.43,0.4478119054090786
EFSCP,42.95,66.43,83.9,64.43,0.4383116883116882
EFSH,75.42,70.82,73.57,73.27,-0.9545610859728506
EFX,46.41,60.24,65.73,57.46,0.5752877416471115
EFXT,77.99,56.97,69.51,68.16,0.4813953488372094
EG,97.21,94.09,81.76,91.02,-0.04765459748662444
EGAN,64.25,57.45,67.18,62.96,-0.1981350482315113
EGBN,65.57,70.58,65.64,67.26,0.27355543987506503
EGHT,70.74,67.41,61.42,66.52,-0.17659574468085107
EGO,83.38,83.63,82.91,83.31,0.8469891411648568
EGP,61.64,55.29,66.42,61.12,0.14311776547559132
EGY,60.84,57.68,69.42,62.65,0.2816450216450216
EH,61.83,59.62,63.98,61.81,-0.11976047904191613
EHAB,67.72,67.97,72.81,69.5,-0.09791921664626681
EHC,99.58,83.08,93.15,91.94,0.5310921717171718
EHTH,54.13,56.93,57.91,56.32,-0.42458181818181817
EIG,69.28,48.62,63.2,60.37,0.24398194583751245
EIX,56.87,62.69,72.54,64.03,0.32781250000000006
EJH,59.24,64.94,71.79,65.32,-0.9885116279069768
EKSO,67.29,62.44,70.29,66.67,0.29983752030996125
EL,69.3,69.31,62.88,67.16,-0.348678049131907
ELA,76.92,74.95,59.57,70.48,0.32538083538083534
ELAN,87.76,72.81,77.54,79.37,0.42472527472527477
ELBM,89.18,78.98,71.4,79.85,0.08791208791208778
ELC,72.3,69.5,73.16,71.65,0.1638361638361639
ELDN,50.55,57.9,62.07,56.84,1.0751879699248117
ELEV,52.65,60.26,57.8,56.9,-0.10210016155088858
ELF,53.62,54.28,58.88,55.59,0.027883880825057314
ELLO,68.59,67.83,70.35,68.92,0.08218063466232722
ELMD,74.1,68.12,64.94,69.05,1.2525268292682927
ELME,55.15,73.27,64.32,64.25,0.21745350500715302
ELP,69.56,70.34,68.52,69.47,0.0299850074962519
ELSE,50.0,77.76,71.63,66.46,0.012953367875647739
ELTK,51.98,61.42,63.49,58.96,0.09232365145228202
ELS,61.24,71.65,69.9,67.6,0.0746951219512196
ELTX,57.77,72.04,76.1,68.64,-0.17862478777589125
ELUT,65.76,68.96,65.0,66.57,1.754924242424242
ELV,58.82,57.93,56.43,57.73,-0.07548350889310994
ELVN,63.26,64.22,65.06,64.18,1.223798266351458
ELWS,63.54,58.94,59.4,60.63,-0.3269794721407625
EM,61.25,61.14,63.0,61.8,0.10261687738900319
EMBC,70.81,67.63,67.73,68.72,-0.11357702349869453
EMCG,55.77,56.43,56.99,56.4,0.059852670349907953
EME,80.61,69.59,74.09,74.76,1.2849583312030268
EMKR,74.52,82.47,76.2,77.73,-0.4708744394618834
EML,27.38,66.92,64.67,52.99,1.0017699115044247
EMN,64.78,63.86,67.72,65.45,0.516706277086537
EMP,72.3,69.5,73.16,71.65,0.17275037369207766
EMR,58.99,63.42,63.99,62.13,0.18499033712690577
EMX,68.79,68.55,65.44,67.59,0.07971590909090914
ENB,55.26,66.89,77.98,66.71,0.30177002181364904
ENFN,49.06,74.39,67.58,63.68,0.0011415525114155008
ENGN,79.21,74.33,78.3,77.28,-0.5505
ENGNW,79.21,74.33,78.3,77.28,1.0247000000000002
ENIC,62.72,61.37,63.04,62.38,-0.013120567375886499
ENJ,72.3,69.5,73.16,71.65,0.2252437147255003
ENG,65.66,65.66,59.95,63.76,-0.4865433470943156
ENLC,59.43,71.84,66.03,65.77,0.13849765258215974
ENLT,77.88,79.67,85.01,80.85,0.2611415168100078
ENLV,53.28,72.16,64.39,63.28,0.12131944444444451
ENO,72.3,69.5,73.16,71.65,0.20626506024096392
ENOV,57.03,58.59,63.18,59.6,-0.08147570218457426
ENPH,71.28,74.4,67.37,71.02,-0.21345987920621232
ENR,56.32,59.07,63.57,59.65,0.0037313432835822313
ENS,65.26,60.83,73.93,66.67,0.13950122467156537
ENSC,72.05,67.76,74.36,71.39,-0.8865161290322581
ENSG,54.76,59.49,57.14,57.13,0.545002073828287
ENSV,64.36,72.67,66.55,67.86,-0.6416728532541449
ENTA,65.17,68.56,65.14,66.29,0.30679405520169856
ENTG,85.7,71.63,70.36,75.9,0.13344943942527474
ENTX,65.94,70.01,55.56,63.84,1.7010529528460248
ENV,62.65,72.35,72.33,69.11,0.5587577639751553
ENVA,99.74,98.66,80.33,92.91,0.8136335209505942
ENVX,64.65,55.18,75.55,65.13,0.12144955925563157
ENVB,64.18,74.59,68.6,69.12,-0.7762376237623763
ENZ,22.22,60.22,62.33,48.26,-0.143233082706767
EOG,49.1,60.03,60.3,56.48,-0.07749761432870873
EOLS,58.84,62.31,59.41,60.19,1.1059268600252206
EOSE,84.53,76.7,64.7,75.31,0.9447674418604652
EOSEW,84.53,76.7,64.7,75.31,-0.40292164674634795
EP,69.68,73.25,71.67,71.53,-0.4153132250580046
EPAC,82.38,80.61,74.88,79.29,0.5349565217391306
EPAM,71.59,66.01,69.45,69.02,-0.12807177220127414
EPC,33.53,66.6,65.87,55.33,0.008185153824442539
EPD,68.91,67.19,65.26,67.12,0.05091040986579619
EPIX,56.12,71.3,63.37,63.6,0.4758454106280195
EPM,70.4,72.53,72.14,71.69,-0.190446841294299
EPOW,63.41,61.16,65.03,63.2,-0.41139493685353445
EPR,79.71,69.35,71.9,73.65,0.18688791636275212
EPRT,65.05,72.36,70.45,69.29,0.6297091082498807
EPSN,75.56,70.66,69.94,72.05,0.05517055655296224
EQ,57.8,65.02,60.66,61.16,0.5996099609960998
EQBK,50.0,82.1,78.27,70.12,0.8386961972419558
EQC,50.0,99.8,74.77,74.86,0.08255877528704218
EQH,61.32,80.88,77.65,73.28,0.6490593342981186
EQIX,54.93,52.04,56.0,54.32,0.2644108495190464
EQNR,64.91,63.16,63.53,63.87,-0.30269643374891275
EQR,50.93,59.66,60.85,57.14,0.2892802188408274
EQS,78.95,74.65,74.45,76.02,-0.0479452054794521
EQT,60.52,69.5,63.44,64.49,-0.1626572290554654
EQX,69.29,66.6,66.06,67.32,0.2336956521739131
ERAS,78.41,68.5,73.48,73.46,0.2578475336322871
ERIC,65.36,72.09,60.84,66.1,0.910475113122172
ERIE,50.32,63.58,54.4,56.1,0.5909823395928568
ERII,66.8,57.62,71.34,65.25,0.014215418261345083
ERJ,67.09,69.27,65.34,67.23,1.4134751773049645
ERNA,57.14,70.51,63.9,63.85,-0.42857142857142855
ERO,50.0,50.0,50.0,50.0,0.40396881644223953
ES,63.0,74.67,73.97,70.55,0.22486085343228196
ESAB,80.38,70.87,65.37,72.21,0.7124022688946803
ESCA,80.26,81.46,65.9,75.87,-0.12781807006760906
ESEA,55.29,53.97,64.02,57.76,0.6225416036308622
ESE,43.41,61.85,69.05,58.1,0.28423486828875943
ESGRO,58.91,70.49,73.24,67.55,-0.09066666666666663
ESGR,58.91,70.49,73.24,67.55,0.3790740502805259
ESGRP,58.91,70.49,73.24,67.55,-0.0929456327985741
ESHA,3.34,75.88,69.55,49.59,0.051383399209486307
FERG,58.74,54.11,58.29,57.05,0.3172129564041472
FET,87.73,54.37,78.37,73.49,-0.3594687232219366
FF,61.83,67.54,65.54,64.97,-0.07732732732732742
FFBC,75.59,65.67,71.25,70.84,0.33837865572088266
FFIC,70.94,76.04,66.58,71.19,0.2562854825628548
FFIE,71.84,72.64,72.79,72.42,-0.9841454802259887
FFIEW,71.84,72.64,72.79,72.42,-0.1590909090909091
FFIN,77.49,73.11,66.56,72.39,0.5617611088463107
FFIV,65.45,51.17,64.91,60.51,0.471550737324086
FFNW,50.39,67.82,55.01,57.74,0.9913043478260868
FFWM,68.62,74.63,69.77,71.01,0.44234404536862
FG,71.13,69.97,69.92,70.34,0.44883185258308655
FGBI,65.46,64.38,65.81,65.22,-0.03180542563143123
FGBIP,65.46,64.38,65.81,65.22,0.23327615780445982
FGF,50.18,54.5,64.35,56.34,-0.2962962962962964
FGEN,48.3,61.15,55.01,54.82,-0.34553339115351256
FGFPP,50.18,54.5,64.35,56.34,-0.011142061281337058
FGI,50.0,88.13,56.8,64.98,-0.3499999999999999
FGIWW,50.0,88.13,56.8,64.98,-0.3589743589743589
FGN,71.13,69.97,69.92,70.34,0.06687772061733285
FHB,62.1,62.35,63.47,62.64,0.36231884057971014
FHI,39.46,75.09,82.81,65.79,0.20024992189940657
FHN,56.52,64.14,65.94,62.2,0.5518319928507596
FHTX,72.65,72.56,68.25,71.15,1.5308848080133555
FI,72.64,63.81,71.07,69.17,0.7619005090649281
FIAC,50.0,73.52,80.55,68.02,-0.1559981515711646
FIBK,99.15,78.13,80.56,85.95,0.38433632095603937
FICO,54.44,79.12,71.9,68.49,1.2040717533668386
FIGS,48.89,50.99,52.47,50.78,0.056982343499197355
FIHL,56.29,56.37,62.8,58.49,0.2717546362339514
FINV,65.43,67.66,63.84,65.64,0.29139784946236547
FINW,71.85,68.0,69.26,69.7,0.8229885057471266
FIS,49.42,53.26,59.61,54.1,0.7621548035783741
FITBI,76.93,71.88,68.91,72.57,0.03486015403323873
FITB,50.38,66.36,57.77,58.17,0.760433386837881
FISI,82.13,94.84,72.9,83.29,0.6270036991368683
FIVE,69.98,79.08,60.91,69.99,-0.4660413606057181
FIVN,60.68,66.89,67.74,65.1,-0.5120180674302307
FIP,50.0,68.31,77.42,65.24,1.8996763754045312
FITBO,76.93,71.88,68.91,72.57,0.3234802007808143
FITBP,76.93,71.88,68.91,72.57,0.1409850881156801
FIX,64.27,70.11,69.68,68.02,1.6864247224566642
FIZZ,77.28,83.13,76.09,78.83,0.045261016949152556
FKWL,49.93,62.79,61.13,57.95,0.5105263157894735
FL,45.64,66.78,66.12,59.51,0.13278388278388273
FLEX,67.31,66.81,65.91,66.68,0.4115508885298869
FLGC,53.6,63.4,65.21,60.74,0.8821315139395367
FLGT,47.69,59.09,62.28,56.35,-0.22868369351669943
FLIC,64.8,69.81,64.72,66.44,0.2980952380952382
FLL,60.82,67.46,69.2,65.83,0.2286063569682153
FLNC,75.06,75.03,74.46,74.85,0.0957061562338335
FLNG,54.71,66.41,73.45,64.86,-0.1685939036381515
FLNT,79.29,74.17,66.98,73.48,0.1328888888888889
FLR,62.4,61.86,78.37,67.54,0.5543755310110449
FLS,62.12,60.79,66.56,63.16,0.4685314685314686
FLUT,69.87,79.17,71.34,73.46,0.500064599483204
FLUX,86.25,95.94,75.94,86.04,-0.012578616352201269
FLWS,61.04,64.84,62.46,62.78,0.12149532710280375
FLXS,57.78,63.61,68.07,63.15,1.1883475640381718
FLYW,58.42,59.14,53.71,57.09,-0.38120380147835276
FLO,58.88,63.45,68.26,63.53,0.10019175455417066
FMAO,71.88,75.53,70.09,72.5,0.6634631028471818
FLYX,75.38,69.52,68.48,71.13,-0.5436363636363637
FMC,54.49,79.98,65.72,66.73,-0.0627992191019673
FMBH,89.07,76.78,89.47,85.11,0.46379756187661614
FMNB,97.21,85.1,62.45,81.59,0.3717135086128741
FMS,63.09,69.8,65.78,66.22,0.17327586206896556
FMST,50.0,76.62,63.8,63.47,-0.15625
FMSTW,50.0,76.62,63.8,63.47,-0.08888888888888896
FMX,63.94,66.38,64.8,65.04,-0.04304146557667689
FN,61.25,58.63,60.62,60.17,0.5013111355043299
FNA,70.79,75.28,62.8,69.62,-0.3906077348066299
FNB,63.11,68.03,63.0,64.71,0.3315217391304348
FND,51.58,58.87,72.46,60.97,0.28995135840550473
FNF,41.42,62.88,55.39,53.23,0.6198906534756575
FNGR,64.89,65.43,64.55,64.96,-0.69263868065967
FNKO,48.77,68.29,56.51,57.86,0.6236559139784945
FNLC,90.1,85.24,82.93,86.09,0.22461538461538458
FNV,55.13,54.92,62.3,57.45,-0.059028029260520073
FNVT,62.23,73.7,80.87,72.27,0.06318681318681314
FNVTU,62.23,73.7,80.87,72.27,0.07431192660550463
FNVTW,62.23,75.03,81.36,72.87,-0.31083665338645416
FNWB,67.79,74.58,70.53,70.97,-0.11611374407582943
FNWD,65.12,72.06,66.83,68.0,0.48142857142857143
FOA,75.16,72.32,63.34,70.27,0.054807692307692335
FOLD,81.88,69.44,59.19,70.17,0.14431486880466485
FONR,68.28,56.32,60.16,61.59,0.11624457308248917
FOR,65.45,71.54,70.86,69.28,0.4344797562037442
FORA,60.74,65.58,61.24,62.52,-0.23823104693140792
FORD,70.27,67.43,61.94,66.55,-0.5256621621621622
FORL,79.6,74.97,76.67,77.08,0.04857142857142855
FORM,91.13,50.35,64.75,68.74,0.31023296962547936
FORR,54.34,64.51,74.51,64.45,-0.4210526315789473
FORTY,69.11,68.43,69.09,68.88,0.31645569620253167
FOSL,71.7,65.82,65.64,67.72,-0.2865853658536585
FOSLL,71.7,65.82,65.64,67.72,-0.03598615916955015
FOUR,51.17,62.51,69.46,61.05,0.8296692792965015
FOX,60.47,68.7,65.67,64.95,0.371974745703262
FOXA,51.04,46.51,49.1,48.88,0.38087520259319285
FOXF,61.16,62.26,68.41,63.94,-0.5353410495561298
FOXO,65.11,64.67,70.02,66.6,-0.8362376237623762
FPAY,80.94,78.0,69.35,76.1,0.18660194174757275
FPH,71.93,71.45,80.04,74.47,0.6392156862745098
FPI,62.57,74.71,79.19,72.16,0.06268364348677755
FR,46.84,35.07,56.19,46.03,0.28932518222431225
FRAF,63.7,66.32,69.13,66.38,0.06252195293291188
FRD,82.29,63.47,65.04,70.27,0.33391304347826084
FREY,73.85,64.52,75.1,71.16,-0.7192513368983958
